0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.199999999999999956e-01,-1.000000000000000021e-02,-1.000000000000000021e-02
2.000000000000000042e-02,-1.759999999999999898e-01,-5.809999999999999609e-01
-5.500000000000000028e-02,-5.649999999999999467e-01,-8.439999999999999725e-01
-1.199999999999999956e-01,-1.000000000000000021e-02,-1.000000000000000021e-03
-1.300000000000000044e-01,4.099999999999999756e-01,-4.909999999999999920e-01
-1.899999999999999953e-02,5.280000000000000249e-01,-9.120000000000000329e-01
-2.900000000000000147e-02,1.900000000000000022e-01,5.789999999999999591e-01
-5.800000000000000294e-02,2.399999999999999911e-01,7.289999999999999813e-01
-1.479999999999999927e-01,3.109999999999999987e-01,8.880000000000000115e-01
-3.190000000000000058e-01,1.320000000000000062e-01,5.979999999999999760e-01
-3.980000000000000204e-01,-3.500000000000000333e-02,3.059999999999999942e-01
-4.859999999999999876e-01,1.839999999999999969e-01,1.250000000000000000e-01
2.210000000000000020e-01,3.190000000000000058e-01,6.390000000000000124e-01
2.899999999999999800e-01,3.780000000000000027e-01,2.610000000000000098e-01
1.519999999999999962e-01,6.670000000000000373e-01,1.170000000000000068e-01
2.299999999999999961e-02,7.369999999999999885e-01,1.160000000000000059e-01
3.300000000000000155e-02,8.169999999999999485e-01,9.500000000000000111e-02
4.299999999999999656e-02,8.259999999999999565e-01,5.600000000000000117e-02
5.399999999999999939e-02,8.159999999999999476e-01,7.000000000000000146e-03
7.099999999999999367e-02,7.860000000000000320e-01,-2.100000000000000130e-02
-1.280000000000000027e-01,-5.749999999999999556e-01,-1.052000000000000046e+00
-1.039999999999999952e-01,-7.329999999999999849e-01,-7.720000000000000195e-01
-1.970000000000000084e-01,4.109999999999999765e-01,8.880000000000000115e-01
-9.900000000000000466e-02,3.900000000000000133e-01,9.200000000000000400e-01
-4.660000000000000253e-01,3.310000000000000164e-01,9.400000000000000022e-02
-5.260000000000000231e-01,3.619999999999999885e-01,6.400000000000000133e-02
-5.450000000000000400e-01,3.529999999999999805e-01,3.400000000000000244e-02
-5.550000000000000488e-01,3.140000000000000013e-01,3.400000000000000244e-02
-5.460000000000000409e-01,2.839999999999999747e-01,2.400000000000000050e-02
-1.000000000000000021e-03,2.199999999999999872e-02,-3.799999999999999906e-02
-1.000000000000000021e-02,4.580000000000000182e-01,-1.062000000000000055e+00
-2.469999999999999973e-01,3.519999999999999796e-01,8.880000000000000115e-01
-2.290000000000000091e-01,2.510000000000000009e-01,9.280000000000000471e-01
-2.570000000000000062e-01,4.119999999999999774e-01,8.379999999999999671e-01
